0,84
100,82
200,87
300,80
400,80
500,78
600,81
700,79
800,74
900,78
1000,73
1100,87
1200,81
1300,73
1400,84
1500,75
1600,79
1700,77
1800,72
1900,75
2000,74
2100,79
2200,72
2300,77
2400,78
2500,79
2600,81
2700,81
2800,78
2900,80
3000,80
3100,75
3200,82
3300,76
3400,84
3500,80
3600,82
3700,84
3800,81
3900,76
4000,79
4100,73
4200,71
4300,78
4400,78
4500,86
4600,75
4700,76
4800,76
4900,79
5000,72
5100,70
5200,83
5300,73
5400,74
5500,76
5600,75
5700,72
5800,72
5900,76
6000,76
6100,77
6200,76
6300,71
6400,81
6500,78
6600,76
6700,74
6800,71
6900,73
7000,75
7100,70
7200,68
7300,75
7400,69
7500,74
7600,72
7700,71
7800,73
7900,75
8000,74
8100,81
8200,73
8300,72
8400,71
8500,69
8600,77
8700,75
8800,71
8900,75
9000,68
9100,75
9200,77
9300,73
9400,72
9500,71
9600,64
9700,67
9800,70
9900,74
10000,69
10100,73
10200,73
10300,68
10400,68
10500,73
10600,65
10700,74
10800,70
10900,67
11000,67
11100,71
11200,70
11300,64
11400,68
11500,67
11600,69
11700,68
11800,68
11900,70
12000,68
12100,69
12200,71
12300,68
12400,70
12500,66
12600,63
12700,68
12800,66
12900,76
13000,67
13100,78
13200,74
13300,72
13400,68
13500,72
13600,71
13700,64
13800,67
13900,72
14000,69
14100,65
14200,64
14300,71
14400,76
14500,77
14600,75
14700,72
14800,78
14900,71
15000,73
15100,72
15200,79
15300,73
15400,68
15500,68
15600,71
15700,71
15800,65
15900,72
16000,72
16100,73
16200,67
16300,71
16400,70
16500,73
16600,68
16700,70
16800,66
16900,80
17000,70
17100,68
17200,73
17300,74
17400,78
17500,71
17600,76
17700,71
17800,71
17900,77
18000,75
18100,75
18200,80
18300,71
18400,71
18500,75
18600,68
18700,75
18800,71
18900,69
19000,75
19100,69
19200,66
19300,70
19400,73
19500,80
19600,64
19700,71
19800,70
19900,72
20000,74
20100,73
20200,68
20300,70
20400,71
20500,77
20600,66
20700,70
20800,76
20900,65
21000,68
21100,62
21200,70
21300,72
21400,75
21500,74
21600,72
21700,76
21800,71
21900,67
22000,72
22100,77
22200,76
22300,70
22400,77
22500,64
22600,67
22700,61
22800,69
22900,66
23000,69
23100,61
23200,68
23300,71
23400,67
23500,68
23600,74
23700,69
23800,71
23900,69
24000,64
24100,69
24200,70
24300,60
24400,74
24500,79
24600,71
24700,69
24800,68
24900,67
25000,70
25100,66
25200,67
25300,71
25400,68
25500,72
25600,72
25700,62
25800,67
25900,68
26000,64
26100,75
26200,70
26300,64
26400,67
26500,64
26600,70
26700,73
26800,67
26900,71
27000,71
27100,75
27200,76
27300,72
27400,70
27500,71
27600,69
27700,71
27800,66
27900,73
28000,69
28100,76
28200,65
28300,66
28400,67
28500,67
28600,70
28700,72
28800,65
28900,69
29000,80
29100,74
29200,71
29300,69
29400,72
29500,68
29600,68
29700,69
29800,78
29900,71
30000,71
30100,75
30200,75
30300,75
30400,74
30500,68
30600,69
30700,69
30800,71
30900,76
31000,74
31100,75
31200,68
31300,77
31400,72
31500,76
31600,71
31700,72
31800,73
31900,73
32000,67
32100,62
32200,74
32300,73
32400,72
32500,75
32600,77
32700,68
32800,72
32900,74
33000,71
33100,74
33200,72
33300,69
33400,73
33500,68
33600,69
