0,2.483426,0.58059,2.437059,2.461395
100,2.481114,0.567645,2.439086,2.45774
200,2.436516,0.666044,2.382771,2.398336
300,2.443193,0.68332,2.395296,2.394581
400,2.454417,0.687731,2.406282,2.405234
500,2.476424,0.76181,2.424765,2.409464
600,2.415929,0.684595,2.358883,2.374959
700,2.451411,0.605798,2.404531,2.422824
800,2.419143,0.629287,2.371722,2.383997
900,2.478925,0.58287,2.434834,2.453973
1000,2.452688,0.660653,2.388415,2.427008
1100,2.4180450000000002,0.602705,2.376143,2.384236
1200,2.457607,0.584974,2.417556,2.427528
1300,2.520728,0.593414,2.47881,2.492287
1400,2.462022,0.5945,2.420865,2.430862
1500,2.448741,0.653911,2.403975,2.405405
1600,2.453498,0.792634,2.353636,2.423104
1700,2.468773,0.802038,2.378816,2.426448
1800,2.504799,0.749932,2.441384,2.454645
1900,2.432078,0.622285,2.38555,2.398314
2000,2.468812,0.688666,2.412934,2.427664
2100,2.495171,0.638147,2.443961,2.464056
2200,2.450005,0.719365,2.399393,2.393841
2300,2.424903,0.642681,2.373877,2.389974
2400,2.45603,0.632711,2.404063,2.425761
2500,2.459347,0.685607,2.421483,2.400653
2600,2.455769,0.729929,2.411834,2.389951
2700,2.443364,0.890242,2.384594,2.336929
2800,2.48237,0.856941,2.432238,2.382055
2900,2.459717,0.877506,2.415598,2.344202
3000,2.473598,1.019096,2.419918,2.311455
3100,2.482376,1.051665,2.421213,2.314328
3200,2.442302,1.140223,2.390596,2.216896
3300,2.425421,1.102503,2.370142,2.220864
3400,2.456294,1.11193,2.394871,2.257203
3500,2.471515,1.109705,2.401614,2.284203
3600,2.471111,1.137726,2.422282,2.247422
3700,2.43799,1.154658,2.382821,2.208284
3800,2.424925,1.137069,2.381471,2.190021
3900,2.464626,1.195257,2.420842,2.204462
4000,2.447573,1.20071,2.387879,2.199444
4100,2.437547,1.224149,2.349542,2.205537
4200,2.442886,1.332424,2.304365,2.202254
4300,2.449843,1.24608,2.305929,2.265709
4400,2.466339,1.253764,2.314764,2.288143
4500,2.443899,1.250957,2.302848,2.253282
4600,2.472564,1.263663,2.325644,2.2851
4700,2.45869,1.234536,2.261294,2.335121
4800,2.43926,1.232034,2.21767,2.337523
4900,2.444102,1.200055,2.227294,2.355057
5000,2.43646,1.113766,2.255262,2.354993
5100,2.41474,1.039616,2.258319,2.341182
5200,2.464885,1.006468,2.347038,2.372708
5300,2.452338,0.993074,2.344418,2.354873
5400,2.436568,0.967747,2.311548,2.365152
5500,2.426411,0.805859,2.355687,2.361414
5600,2.418991,0.830707,2.349672,2.343502
5700,2.376389,0.781065,2.314178,2.308453
5800,2.403595,0.81845,2.354078,2.311492
5900,2.420967,0.826814,2.365443,2.333071
6000,2.439636,0.955083,2.387825,2.299948
6100,2.401546,0.74411,2.356651,2.329667
6200,2.372683,0.644675,2.319771,2.337159
6300,2.432725,0.757593,2.369453,2.376561
6400,2.391297,0.752977,2.31539,2.347041
6500,2.388406,0.794349,2.284494,2.357766
6600,2.407129,0.875645,2.267903,2.38294
6700,2.402845,0.830666,2.283265,2.375715
6800,2.380413,0.70213,2.301823,2.354008
6900,2.373245,0.834059,2.292251,2.305324
7000,2.40088,0.826164,2.321996,2.33543
7100,2.369355,0.829476,2.288401,2.302798
7200,2.363054,0.858362,2.26571,2.301699
7300,2.402634,0.967774,2.292831,2.313362
7400,2.392221,1.076068,2.231863,2.303542
7500,2.41581,1.083611,2.239269,2.34174
7600,2.432271,0.975596,2.268343,2.394727
7700,2.3971460000000002,0.994589,2.209239,2.371216
7800,2.376888,1.056346,2.177259,2.332994
7900,2.377043,0.997671,2.213289,2.325223
8000,2.406252,0.961882,2.266273,2.349232
8100,2.376621,1.05464,2.268956,2.244153
8200,2.389412,1.068229,2.305543,2.227541
8300,2.413542,1.050591,2.338697,2.253248
8400,2.41458,1.245849,2.297717,2.197442
8500,2.417405,1.058036,2.355327,2.240691
8600,2.386957,0.927781,2.327045,2.262567
8700,2.382971,1.103553,2.311491,2.190043
8800,2.39869,1.151342,2.340817,2.168506
8900,2.335389,1.174918,2.269838,2.091768
9000,2.327918,1.203435,2.246165,2.08444
9100,2.3434720000000002,1.063671,2.269926,2.167892
9200,2.364897,1.163701,2.29122,2.140464
9300,2.404886,1.325325,2.275878,2.151941
9400,2.38158,1.385358,2.220167,2.120258
9500,2.379796,1.333866,2.213199,2.156247
9600,2.404732,1.468411,2.10347,2.232634
9700,2.40474,1.340593,2.140638,2.277285
9800,2.352987,1.310701,2.100807,2.223007
9900,2.417752,1.447555,2.219695,2.1606900000000002
10000,2.386469,1.378929,2.254386,2.099229
10100,2.375749,1.442615,2.265325,2.018797
10200,2.364862,1.511158,2.293641,1.908076
10300,2.419815,1.491564,2.365312,1.972701
10400,2.425097,1.586786,2.381349,1.890362
10500,2.462571,1.554387,2.423852,1.958912
10600,2.508026,1.646177,2.44069,1.978263
10700,2.448204,1.586617,2.406605,1.91789
10800,2.449637,1.476154,2.408561,2.005305
10900,2.453617,1.690446,2.401783,1.847785
11000,2.471768,1.62503,2.423747,1.92458
11100,2.346342,1.597467,2.27023,1.817911
11200,2.351771,1.631906,2.289475,1.77675
11300,2.359047,1.712921,2.265436,1.750401
11400,2.303044,1.817721,2.144432,1.644787
11500,2.356447,1.898,2.21086,1.617213
11600,2.375339,1.959164,2.236755,1.563035
11700,2.430941,1.964194,2.34818,1.564268
11800,2.349125,1.950127,2.291641,1.407895
11900,2.367975,1.962746,2.291962,1.45229
12000,2.340676,1.936761,2.277173,1.421607
12100,2.358565,2.008116,2.305288,1.333707
12200,2.335817,1.999882,2.277343,1.313872
12300,2.320056,2.069526,2.245953,1.199199
12400,2.350499,2.052062,2.250148,1.332503
12500,2.387343,2.177112,2.266735,1.233247
12600,2.328809,2.090531,2.186481,1.302184
12700,2.321927,2.151876,2.218211,1.109807
