0,1.724033,0.829726,1.609342,1.632838
100,1.72542,0.846048,1.609491,1.627235
200,1.740438,0.944661,1.587863,1.62621
300,1.72469,1.053408,1.52852,1.582109
400,1.755736,1.045838,1.562927,1.621325
500,1.784589,1.056237,1.624537,1.61702
600,1.795743,1.068039,1.664404,1.593248
700,1.768778,0.963464,1.631101,1.633522
800,1.762973,0.985807,1.618459,1.620162
900,1.82183,0.945056,1.677792,1.711729
1000,1.780607,0.99077,1.616151,1.657574
1100,1.801526,1.025915,1.675936,1.621644
1200,1.771308,0.917042,1.669439,1.626984
1300,1.773705,0.917118,1.64357,1.658201
1400,1.767375,0.9431,1.663499,1.609523
1500,1.762824,0.858924,1.6673230000000001,1.64237
1600,1.761886,0.878501,1.65604,1.641417
1700,1.736421,0.898849,1.634448,1.597175
1800,1.767027,0.96883,1.660337,1.59669
1900,1.807297,1.135611,1.688339,1.546787
2000,1.769939,1.185038,1.636362,1.477626
2100,1.78552,1.265829,1.666881,1.412569
2200,1.772123,1.248213,1.6465,1.418393
2300,1.755903,1.286242,1.599856,1.397295
2400,1.705645,1.283216,1.575165,1.300256
2500,1.748159,1.395988,1.61836,1.242677
2600,1.753621,1.393282,1.618936,1.260233
2700,1.780777,1.297078,1.666449,1.372178
2800,1.749319,1.285701,1.637535,1.336295
2900,1.778237,1.2354,1.643535,1.448045
3000,1.744319,1.231104,1.623508,1.390651
3100,1.749306,1.229301,1.634985,1.391325
3200,1.765408,1.31073,1.641226,1.349702
3300,1.775482,1.415211,1.649734,1.257072
3400,1.751445,1.453099,1.602351,1.206687
3500,1.735528,1.457983,1.564828,1.204039
3600,1.784348,1.566757,1.61087,1.148111
3700,1.742138,1.545916,1.534181,1.151748
3800,1.779775,1.57661,1.452876,1.318579
3900,1.793003,1.512864,1.465321,1.412018
4000,1.785089,1.559271,1.456483,1.349228
4100,1.786043,1.512398,1.522446,1.332184
4200,1.769078,1.47037,1.536366,1.317902
4300,1.769355,1.387197,1.513563,1.4304
4400,1.780865,1.460923,1.525109,1.372118
4500,1.794909,1.519948,1.551165,1.314169
4600,1.731169,1.428072,1.51648,1.286387
4700,1.748575,1.485862,1.516349,1.268041
4800,1.727532,1.422143,1.471237,1.334807
4900,1.743958,1.309725,1.448038,1.506848
5000,1.723804,1.407281,1.358905,1.454627
5100,1.734111,1.424859,1.297656,1.516622
5200,1.745149,1.345787,1.394085,1.528552
5300,1.688938,1.255244,1.396559,1.476147
5400,1.699689,1.23804,1.376196,1.533371
5500,1.647439,1.215529,1.39565,1.415189
5600,1.652841,1.195774,1.425832,1.41453
5700,1.62778,1.061009,1.452854,1.436249
5800,1.677085,1.16556,1.467032,1.454138
5900,1.631183,1.12837,1.407547,1.437743
6000,1.645808,1.18546,1.373925,1.457525
6100,1.623929,1.168509,1.35538,1.439383
6200,1.626353,1.13141,1.357881,1.471774
6300,1.630585,1.191481,1.338073,1.451739
6400,1.616641,1.108685,1.409546,1.418116
6500,1.631438,1.056448,1.469345,1.431127
6600,1.61184,1.200559,1.394511,1.345383
6700,1.611641,1.120591,1.449318,1.355922
6800,1.592201,1.181971,1.426965,1.279423
6900,1.560906,1.155235,1.438139,1.212455
7000,1.590966,1.255492,1.482801,1.13463
7100,1.57071,1.225729,1.474802,1.121073
7200,1.574831,1.239697,1.488015,1.099612
7300,1.584366,1.265023,1.500411,1.081164
7400,1.568407,1.280388,1.483749,1.0387
7500,1.546612,1.358121,1.45048,0.914127
7600,1.567673,1.405395,1.47656,0.871682
7700,1.515735,1.295392,1.421652,0.946451
7800,1.517149,1.214114,1.431291,1.039621
7900,1.539859,1.202674,1.439924,1.105678
8000,1.560699,1.179795,1.468725,1.149998
8100,1.562429,1.297948,1.423868,1.081803
8200,1.52868,1.262294,1.40511,1.051668
8300,1.546497,1.351177,1.410886,0.983377
8400,1.550005,1.321609,1.431624,1.004408
8500,1.537796,1.373137,1.400774,0.939127
8600,1.549379,1.413772,1.433161,0.865131
8700,1.533342,1.415225,1.370168,0.90667
8800,1.536878,1.430598,1.350957,0.923196
8900,1.528426,1.409528,1.358251,0.91682
9000,1.523968,1.407691,1.364761,0.894868
9100,1.516926,1.410471,1.371565,0.85528
9200,1.536683,1.39381,1.394442,0.914121
9300,1.534363,1.407608,1.375674,0.913621
9400,1.556869,1.41867,1.396958,0.939982
9500,1.544206,1.336317,1.352037,1.074895
9600,1.544539,1.310442,1.311436,1.155025
9700,1.555111,1.291149,1.35884,1.150318
9800,1.528753,1.293304,1.390374,1.033632
9900,1.538931,1.262735,1.425056,1.054197
10000,1.515988,1.284445,1.411964,0.976216
10100,1.509464,1.262553,1.373373,1.037675
10200,1.528978,1.338797,1.40999,0.946096
10300,1.555946,1.361454,1.387554,1.031056
10400,1.583735,1.444635,1.391681,0.996335
10500,1.593863,1.474438,1.355407,1.034265
10600,1.583888,1.456949,1.198766,1.207338
10700,1.565692,1.430122,1.142879,1.245536
10800,1.596828,1.466961,1.07153,1.341478
10900,1.587909,1.397466,1.124418,1.351176
11000,1.605444,1.424337,1.148358,1.344409
11100,1.603062,1.395395,1.053952,1.442801
11200,1.583451,1.329301,1.132918,1.401461
11300,1.540596,1.222532,1.145983,1.392484
11400,1.53637,1.154169,1.231561,1.368218
11500,1.530408,1.12529,1.211062,1.396908
